Month,Day,"Time
(hour)",(T_oa-db),(T_ra),(V_ma),(V_oa),(V_ra),(T_ma)," Q
(kW)",(T_ahc),T_sa
2,4,18,-22.7778,21.4948,3.0737,0.6726,2.401,11.8064,54.6988,26.0826,27.8826
2,4,19,-22.7778,21.4347,3.0783,0.6726,2.4056,11.7739,56.8534,26.5886,28.3886
2,4,20,-22.7778,21.4212,3.0702,0.6726,2.3976,11.738,57.9018,26.8636,28.6636
2,4,21,-23.3333,21.4136,3.0682,0.6726,2.3956,11.6039,58.5894,26.9119,28.7119
2,4,22,-22.7778,21.4119,3.0537,0.6726,2.3811,11.6783,58.6247,27.0724,28.8724
2,4,23,-24.4444,21.3976,3.0875,0.6726,2.4149,11.4107,60.2252,27.037,28.837
2,4,24,-23.8889,21.3899,3.0719,0.6726,2.3993,11.4756,60.6923,27.3068,29.1068
2,5,1,-21.1111,21.4144,3.0181,0.6726,2.3455,11.9371,58.9471,27.6124,29.4124
2,5,2,-20.5556,21.4336,3.001,0.6726,2.3284,12.0223,58.115,27.5692,29.3692
2,5,3,-18.3333,21.4538,2.9551,0.6726,2.2824,12.3976,56.4464,27.7529,29.5529
2,5,4,-18.3333,21.4541,2.9911,0.6726,2.3185,12.5069,57.0843,27.8544,29.6544
2,5,5,-17.7778,21.4548,2.963,0.6726,2.2904,12.5487,56.7136,27.9436,29.7436
2,5,6,-16.6667,21.4686,2.9477,0.6726,2.2751,12.7665,55.9272,28.0384,29.8384
2,5,7,-15.5556,21.4824,2.925,0.6726,2.2524,12.9654,54.9716,28.1031,29.9031
2,5,8,-15.5556,21.4896,2.9201,0.6726,2.2475,12.9564,54.7446,28.0567,29.8567
2,5,9,-15,21.5132,2.862,0.6726,2.1894,12.9319,52.7205,27.7677,29.5677
2,5,10,-15,21.5567,2.8034,0.6726,2.1307,12.7854,49.2156,26.9175,28.7175
2,5,11,-13.8889,21.6225,2.7371,0.6726,2.0644,12.8957,42.7892,25.4848,27.2848
2,5,12,-12.2222,21.7107,2.7227,0.6726,2.0501,13.3277,35.6032,23.8739,25.6739
2,5,13,-12.7778,21.739,2.723,0.6726,2.0504,13.2128,37.6903,24.3713,26.1713
2,5,14,-9.4444,21.7678,2.7147,0.6726,2.0421,14.0343,31.0534,23.2825,25.0825
2,5,15,-7.7778,21.7969,2.7108,0.6726,2.0382,14.4585,33.6719,24.516,26.316
2,5,16,-7.2222,21.8092,2.7084,0.6726,2.0358,14.5992,27.7153,22.8889,24.6889
2,5,17,-7.2222,21.8245,2.7073,0.6726,2.0347,14.6078,30.7638,23.8133,25.6133
2,5,18,-7.2222,21.7745,2.7062,0.6726,2.0336,14.5673,36.9709,25.6331,27.4331
2,5,19,-10.5556,21.6963,2.7214,0.6726,2.0487,13.7247,42.5012,26.3378,28.1378
2,5,20,-11.6667,21.645,2.7297,0.6726,2.0571,13.4367,44.3294,26.5388,28.3388
2,5,21,-12.2222,21.6292,2.7376,0.6726,2.065,13.3119,45.3332,26.6664,28.4664
2,5,22,-12.7778,21.62,2.7377,0.6726,2.0651,13.1688,45.8619,26.6717,28.4717
2,5,23,-13.8889,21.5939,2.7848,0.6726,2.1122,13.0237,48.0275,26.9179,28.7179
2,5,24,-11.1111,21.6117,2.7179,0.6726,2.0452,13.5133,45.4226,27.0008,28.8008
2,6,1,-10.5556,21.6387,2.7151,0.6726,2.0424,13.6628,44.8292,26.9948,28.7948
2,6,2,-10,21.6426,2.7065,0.6726,2.0339,13.7788,44.3675,27.0203,28.8203
2,6,3,-10,21.6412,2.7155,0.6726,2.0429,13.8037,44.9227,27.1678,28.9678
2,6,4,-9.4444,21.6423,2.708,0.6726,2.0353,13.9207,44.452,27.187,28.987
2,6,5,-8.8889,21.65,2.7055,0.6726,2.0329,14.0576,44.0417,27.2197,29.0197
2,6,6,-8.8889,21.6538,2.7055,0.6726,2.0329,14.0604,43.9525,27.196,28.996
2,6,7,-8.3333,21.6589,2.7055,0.6726,2.0329,14.2024,43.2837,27.1445,28.9445
2,6,8,-7.2222,21.6739,2.7055,0.6726,2.0329,14.4899,41.9378,27.0421,28.8421
2,6,9,-7.7778,21.6863,2.7055,0.6726,2.0329,14.3611,41.1567,26.674,28.474
2,6,10,-6.1111,21.7248,2.7055,0.6726,2.0329,14.8044,36.0586,25.6087,27.4087
2,6,11,-5,21.7738,2.7055,0.6726,2.0329,15.1175,33.7736,25.2481,27.0481
2,6,12,-3.3333,21.8082,2.7055,0.6726,2.0329,15.5577,30.4331,24.7002,26.5002
2,6,13,-1.1111,21.8719,2.7055,0.6726,2.0329,16.2511,22.8967,23.1461,24.9461
2,6,14,0,21.9074,2.7055,0.6726,2.0329,16.5549,24.1702,23.8411,25.6411
2,6,15,-0.5556,21.9144,2.7055,0.6726,2.0329,16.3983,21.2055,22.7873,24.5873
2,6,16,-0.5556,21.9184,2.7055,0.6726,2.0329,16.4148,22.9236,23.3219,25.1219
2,6,17,-1.6667,21.8903,2.7055,0.6726,2.0329,16.1269,25.8178,23.8982,25.6982
2,6,18,-3.8889,21.8362,2.7055,0.6726,2.0329,15.4406,32.0947,25.0784,26.8784
2,6,19,-3.3333,21.7978,2.7055,0.6726,2.0329,15.5499,32.9495,25.4482,27.2482
2,6,20,-3.8889,21.7843,2.7055,0.6726,2.0329,15.4016,34.4987,25.7599,27.5599
2,6,21,-4.4444,21.7726,2.7055,0.6726,2.0329,15.2547,34.7373,25.6793,27.4793
2,6,22,-5.5556,21.7597,2.7055,0.6726,2.0329,14.9687,36.2397,25.8335,27.6335
2,6,23,-5.5556,21.7462,2.7055,0.6726,2.0329,14.9586,36.6702,25.952,27.752
2,6,24,-7.7778,21.7251,2.7055,0.6726,2.0329,14.3903,39.1298,26.0979,27.8979
2,7,1,-8.3333,21.6994,2.7055,0.6726,2.0329,14.2328,40.0595,26.2121,28.0121
2,7,2,-8.8889,21.6882,2.7055,0.6726,2.0329,14.0863,40.955,26.3271,28.1271
2,7,3,-11.1111,21.6564,2.7086,0.6726,2.036,13.5193,44.0249,26.6366,28.4366
2,7,4,-11.6667,21.6326,2.7055,0.6726,2.0329,13.3539,44.633,26.66,28.46
2,7,5,-11.6667,21.6318,2.7061,0.6726,2.0335,13.3552,44.8672,26.7281,28.5281
2,7,6,-11.6667,21.6206,2.7299,0.6726,2.0573,13.4189,45.8264,26.9616,28.7616
2,7,7,-9.4444,21.6391,2.7055,0.6726,2.0329,13.9113,43.3958,26.8737,28.6737
2,7,8,-11.1111,21.6529,2.7055,0.6726,2.0329,13.5073,43.6555,26.529,28.329
2,7,9,-7.7778,21.6968,2.7055,0.6726,2.0329,14.3689,36.7139,25.3529,27.1529
2,7,10,-4.4444,21.7861,2.7055,0.6726,2.0329,15.2648,31.1415,24.6107,26.4107
2,7,11,-2.7778,21.8287,2.7055,0.6726,2.0329,15.7112,29.8292,24.6771,26.4771
2,7,12,-1.1111,21.8496,2.7055,0.6726,2.0329,16.2377,27.2417,24.4408,26.2408
2,7,13,-0.5556,21.8684,2.7055,0.6726,2.0329,16.3573,26.4895,24.3372,26.1372
2,7,14,0,21.9103,2.7055,0.6726,2.0329,16.4934,19.501,22.3708,24.1708
2,7,15,0.5556,22.3339,2.7055,0.7027,2.0028,16.6776,17.7826,22.0405,23.8405
2,7,16,-0.5556,22.8798,2.9944,0.7707,2.2237,16.8478,17.9461,21.7407,23.5407
2,7,17,-0.5556,22.5112,2.7055,0.6726,2.0329,16.8278,18.5747,22.4325,24.2325
2,7,18,-2.2222,22.0883,2.7055,0.6726,2.0329,16.0443,21.7426,22.5872,24.3872
2,7,19,-3.3333,21.8497,2.7055,0.6726,2.0329,15.5888,29.6218,24.4886,26.2886
2,7,20,-6.1111,21.8012,2.7055,0.6726,2.0329,14.8618,33.6335,24.9414,26.7414
2,7,21,-5,21.7803,2.7055,0.6726,2.0329,15.1224,33.1865,25.0771,26.8771
2,7,22,-5,21.7833,2.7055,0.6726,2.0329,15.1246,33.7255,25.2411,27.0411
2,7,23,-5,21.7762,2.7055,0.6726,2.0329,15.1192,34.1518,25.3634,27.1634
2,7,24,-5.5556,21.7664,2.7055,0.6726,2.0329,14.9738,35.0514,25.4825,27.2825
2,8,1,-5.5556,21.7578,2.7055,0.6726,2.0329,14.9673,35.47,25.6013,27.4013
2,8,2,-5,21.7577,2.7055,0.6726,2.0329,15.1053,35.3031,25.6943,27.4943
2,8,3,-9.4444,21.7224,2.7055,0.6726,2.0329,13.9739,39.7624,25.8536,27.6536
2,8,4,-11.6667,21.6653,2.7055,0.6726,2.0329,13.3786,42.6449,26.093,27.893
2,8,5,-13.3333,21.6268,2.7356,0.6726,2.0629,13.0307,45.051,26.2988,28.0988
2,8,6,-12.7778,21.6177,2.7251,0.6726,2.0524,13.1278,45.0171,26.4416,28.2416
2,8,7,-10.5556,21.6399,2.7055,0.6726,2.0329,13.6357,43.3507,26.5722,28.3722
2,8,8,-8.8889,21.6909,2.7055,0.6726,2.0329,14.0883,38.0984,25.4754,27.2754
2,8,9,-7.2222,21.7933,2.7055,0.6726,2.0329,14.5796,27.8116,22.9063,24.7063
2,8,10,-5.5556,21.9955,2.7055,0.6726,2.0329,15.2024,21.0902,21.5305,23.3305
2,8,11,-3.8889,22.2094,2.7055,0.6726,2.0329,15.7672,18.9251,21.4567,23.2567
2,8,12,0,22.3404,2.7055,0.6726,2.0329,16.8077,13.0407,20.7423,22.5423
2,8,13,0.5556,22.3413,2.7055,0.6849,2.0206,16.8265,8.7595,19.4695,21.2695
2,8,14,1.1111,22.5377,2.7055,0.7212,1.9844,16.8265,9.5393,19.7049,21.5049
2,8,15,1.6667,23.0736,3.2288,0.9384,2.2904,16.8521,12.8509,20.1014,21.9014
2,8,16,0,23.1952,3.4024,0.9305,2.4718,16.8515,14.1314,20.2424,22.0424
2,8,17,-1.1111,22.9438,2.9664,0.7521,2.2143,16.8451,15.1469,21.0137,22.8137
2,8,18,-3.3333,22.3488,2.7055,0.6726,2.0329,15.9638,19.7464,21.9043,23.7043
2,8,19,-4.4444,21.9114,2.7055,0.6726,2.0329,15.4548,25.4182,23.0881,24.8881
2,8,20,-6.1111,21.846,2.7055,0.6726,2.0329,14.8955,29.9019,23.8579,25.6579
2,8,21,-5,21.8238,2.7055,0.6726,2.0329,15.1551,29.9423,24.1376,25.9376
2,8,22,-4.4444,21.8244,2.7055,0.6726,2.0329,15.2936,30.4262,24.4257,26.2257
2,8,23,-3.8889,21.8208,2.7055,0.6726,2.0329,15.4291,30.6319,24.6272,26.4272
2,8,24,-4.4444,21.8144,2.7055,0.6726,2.0329,15.2861,31.479,24.734,26.534
2,9,1,-5.5556,21.7961,2.7055,0.6726,2.0329,14.9961,33.2142,24.9547,26.7547
2,9,2,-6.1111,21.7723,2.7055,0.6726,2.0329,14.8401,34.9486,25.3131,27.1131
2,9,3,-6.6667,21.7538,2.7055,0.6726,2.0329,14.6881,36.1057,25.5021,27.3021
2,9,4,-7.2222,21.7395,2.7055,0.6726,2.0329,14.5392,37.1657,25.665,27.465
2,9,5,-7.7778,21.7284,2.7055,0.6726,2.0329,14.3928,37.7679,25.6931,27.4931
2,9,6,-8.3333,21.7169,2.7055,0.6726,2.0329,14.246,38.7775,25.8424,27.6424
2,9,7,-8.3333,21.7043,2.7055,0.6726,2.0329,14.2366,39.5835,26.0736,27.8736
2,9,8,-8.3333,21.7243,2.7055,0.6726,2.0329,14.2516,36.1041,25.0487,26.8487
2,9,9,-7.7778,21.8082,2.7055,0.6726,2.0329,14.4527,27.0691,22.5536,24.3536
2,9,10,-6.6667,21.8941,2.7055,0.6726,2.0329,14.7934,24.1941,22.0425,23.8425
2,9,11,-6.1111,21.8952,2.7055,0.6726,2.0329,14.9324,26.5006,22.8763,24.6763
2,9,12,-5.5556,21.8951,2.7055,0.6726,2.0329,15.0705,22.5061,21.8203,23.6203
2,9,13,-5,21.94,2.7055,0.6726,2.0329,15.3247,18.4605,20.8661,22.6661
2,9,14,-4.4444,21.9181,2.7055,0.6726,2.0329,15.364,25.8643,23.1288,24.9288
2,9,15,-3.8889,21.8993,2.7055,0.6726,2.0329,15.5787,21.3663,21.998,23.798
2,9,16,-3.8889,21.9074,2.7055,0.6726,2.0329,15.5907,23.8098,22.7444,24.5444
2,9,17,-3.3333,21.883,2.7055,0.6726,2.0329,15.6138,26.0751,23.4487,25.2487
2,9,18,-3.3333,21.8549,2.7055,0.6726,2.0329,15.5928,29.2655,24.3856,26.1856
2,9,19,-3.3333,21.8304,2.7055,0.6726,2.0329,15.5743,30.3423,24.6901,26.4901
2,9,20,-3.3333,21.8187,2.7055,0.6726,2.0329,15.5655,31.2387,24.9503,26.7503
2,9,21,-3.3333,21.8117,2.7055,0.6726,2.0329,15.5603,31.5307,25.0327,26.8327
2,9,22,-3.3333,21.8089,2.7055,0.6726,2.0329,15.5582,31.7169,25.0864,26.8864
2,9,23,-1.6667,21.8188,2.7055,0.6726,2.0329,15.98,30.1692,25.0565,26.8565
2,9,24,-0.5556,21.8375,2.7055,0.6726,2.0329,16.2703,29.1589,25.0517,26.8517
2,10,1,-2.2222,21.8286,2.7055,0.6726,2.0329,15.8492,31.1905,25.2288,27.0288
2,10,2,-3.3333,21.8017,2.7055,0.6726,2.0329,15.5528,32.8671,25.4264,27.2264
2,10,3,-2.7778,21.7926,2.7055,0.6726,2.0329,15.684,32.8085,25.5445,27.3445
2,10,4,-2.7778,21.7915,2.7055,0.6726,2.0329,15.6832,33.1886,25.6579,27.4579
2,10,5,-2.7778,21.7872,2.7055,0.6726,2.0329,15.6801,33.3505,25.7033,27.5033
2,10,6,-2.7778,21.7867,2.7055,0.6726,2.0329,15.6796,33.3401,25.6997,27.4997
2,10,7,-1.1111,21.7991,2.7055,0.6726,2.0329,16.1033,31.7446,25.6579,27.4579
2,10,8,2.2222,21.8313,2.7055,0.6907,2.0148,16.8249,28.4415,25.4067,27.2067
2,10,9,2.7778,21.8589,2.7055,0.7139,1.9916,16.8239,27.1556,25.0176,26.8176
2,10,10,0,21.8678,2.7055,0.6726,2.0329,16.4887,26.7059,24.5375,26.3375
2,10,11,1.1111,21.8743,2.7055,0.6726,2.0329,16.7583,26.1072,24.6339,26.4339
2,10,12,0.5556,21.8971,2.7055,0.6726,2.0329,16.6116,23.1622,23.5953,25.3953
2,10,13,0.5556,21.8997,2.7055,0.6726,2.0329,16.6333,25.4491,24.3071,26.1071
2,10,14,0,21.8903,2.7055,0.6726,2.0329,16.4762,24.5287,23.8685,25.6685
2,10,15,0,21.8904,2.7055,0.6726,2.0329,16.4832,25.2209,24.0843,25.8843
2,10,16,0,21.8707,2.7055,0.6726,2.0329,16.4764,27.5946,24.7927,26.5927
2,10,17,0.5556,21.8537,2.7055,0.6726,2.0329,16.6244,28.0725,25.089,26.889
2,10,18,0.5556,21.8463,2.7055,0.6726,2.0329,16.6298,28.8703,25.3351,27.1351
2,10,19,1.6667,21.847,2.7055,0.6739,2.0316,16.8202,28.0765,25.2917,27.0917
2,10,20,2.2222,21.8519,2.7055,0.6935,2.012,16.8199,28.1451,25.3121,27.1121
2,10,21,1.1111,21.8456,2.7055,0.6726,2.0329,16.7697,28.9365,25.4991,27.2991
2,10,22,1.1111,21.8382,2.7055,0.6726,2.0329,16.7805,29.1438,25.5728,27.3728
2,10,23,1.1111,21.8364,2.7055,0.6726,2.0329,16.7825,29.2005,25.592,27.392
2,10,24,1.1111,21.834,2.7055,0.6726,2.0329,16.7833,29.4002,25.6531,27.4531
2,11,1,1.6667,21.8348,2.7055,0.6731,2.0324,16.8173,29.1126,25.6013,27.4013
2,11,2,1.6667,21.8363,2.7055,0.6734,2.0321,16.8158,29.1633,25.6151,27.4151
2,11,3,1.6667,21.8345,2.7055,0.6733,2.0323,16.8158,29.2731,25.6482,27.4482
2,11,4,1.6667,21.8336,2.7055,0.6733,2.0322,16.8144,29.2735,25.6469,27.4469
2,11,5,1.6667,21.8326,2.7055,0.6732,2.0323,16.8144,29.3192,25.6607,27.4607
2,11,6,1.6667,21.8316,2.7055,0.6731,2.0324,16.8144,29.425,25.6926,27.4926
2,11,7,1.6667,21.8311,2.7055,0.6733,2.0322,16.8131,29.3576,25.6709,27.4709
2,11,8,1.6667,21.8313,2.7055,0.6733,2.0322,16.8131,29.292,25.6511,27.4511
2,11,9,1.6667,21.8362,2.7055,0.6738,2.0317,16.8131,28.6268,25.4504,27.2504
2,11,10,2.2222,21.8542,2.7055,0.6947,2.0108,16.8131,26.5537,24.8249,26.6249
2,11,11,2.7778,21.8824,2.7055,0.7179,1.9876,16.8131,24.3008,24.1451,25.9451
2,11,12,2.7778,21.904,2.7055,0.7203,1.9852,16.8117,23.1607,23.7998,25.5998
2,11,13,2.7778,21.9096,2.7055,0.7209,1.9846,16.8117,23.3108,23.845,25.645
2,11,14,2.2222,21.923,2.7055,0.7019,2.0036,16.8117,21.0213,23.1542,24.9542
2,11,15,1.6667,21.9197,2.7055,0.6824,2.0232,16.8117,23.834,24.0029,25.8029
2,11,16,1.6667,21.8916,2.7055,0.6795,2.026,16.8117,25.4635,24.4946,26.2946
2,11,17,-1.1111,21.8514,2.7055,0.6726,2.0329,16.1874,29.4702,25.06,26.86
2,11,18,-3.3333,21.7957,2.7055,0.6726,2.0329,15.5482,33.2758,25.5445,27.3445
2,11,19,-5.5556,21.7479,2.7055,0.6726,2.0329,14.9599,36.2859,25.8382,27.6382
2,11,20,-6.6667,21.7127,2.7055,0.6726,2.0329,14.6572,38.2441,26.1104,27.9104
2,11,21,-7.2222,21.6923,2.7055,0.6726,2.0329,14.5037,39.3401,26.2789,28.0789
2,11,22,-7.7778,21.6777,2.7109,0.6726,2.0383,14.3693,40.3799,26.4259,28.2259
2,11,23,-8.3333,21.6626,2.7268,0.6726,2.0541,14.2633,41.3338,26.5285,28.3285
2,11,24,-9.4444,21.6408,2.7531,0.6726,2.0804,14.0461,42.8641,26.6344,28.4344
2,12,1,-10,21.6208,2.769,0.6726,2.0964,13.9398,43.9226,26.7599,28.5599
2,12,2,-11.1111,21.6006,2.7924,0.6726,2.1198,13.7211,45.542,26.8925,28.6925
2,12,3,-12.2222,21.5743,2.8222,0.6726,2.1495,13.5193,47.2921,27.0432,28.8432
2,12,4,-12.7778,21.5566,2.8334,0.6726,2.1608,13.4058,48.3193,27.1633,28.9633
2,12,5,-13.8889,21.5397,2.8522,0.6726,2.1795,13.1845,49.7687,27.2505,29.0505
2,12,6,-13.8889,21.5329,2.8461,0.6726,2.1735,13.1616,49.993,27.3198,29.1198
2,12,7,-13.8889,21.533,2.8488,0.6726,2.1762,13.1695,50.1641,27.3633,29.1633
2,12,8,-13.8889,21.5307,2.8497,0.6726,2.1771,13.1706,50.3032,27.399,29.199
2,12,9,-13.8889,21.5352,2.838,0.6726,2.1653,13.1393,50.0623,27.3568,29.1568
2,12,10,-13.3333,21.5753,2.7704,0.6726,2.0977,13.0997,46.4707,26.6173,28.4173
2,12,11,-13.3333,21.6707,2.7055,0.6726,2.0329,12.9682,36.8561,23.941,25.741
2,12,12,-13.3333,21.7424,2.7055,0.6726,2.0329,13.0221,34.281,23.2302,25.0302
2,12,13,-13.8889,21.7597,2.7055,0.6726,2.0329,12.8969,33.1405,22.7611,24.5611
2,12,14,-14.4444,21.7642,2.7202,0.6726,2.0476,12.8109,32.0321,22.2908,24.0908
2,12,15,-14.4444,21.9203,2.7507,0.6726,2.078,13.0279,30.6544,22.0064,23.8064
2,12,16,-14.4444,22.2614,2.7681,0.6726,2.0955,13.3422,31.0912,22.4011,24.2011
2,12,17,-13.8889,22.1829,2.7608,0.6726,2.0882,13.3947,31.8976,22.7148,24.5148
2,12,18,-15,21.777,2.7929,0.6726,2.1202,12.9197,33.1129,22.4681,24.2681
2,12,19,-15,21.6234,2.8199,0.6726,2.1473,12.8876,44.1716,25.5015,27.3015
2,12,20,-15.5556,21.5914,2.8313,0.6726,2.1586,12.7663,46.1052,25.874,27.674
2,12,21,-15.5556,21.5774,2.8292,0.6726,2.1566,12.7493,46.8807,26.0861,27.8861
2,12,22,-15,21.5726,2.8319,0.6726,2.1592,12.8858,47.2206,26.3132,28.1132
2,12,23,-15,21.5744,2.8167,0.6726,2.1441,12.8404,47.2064,26.334,28.134
2,12,24,-15,21.5689,2.8266,0.6726,2.154,12.8668,47.7994,26.4832,28.2832
2,13,1,-15.5556,21.5568,2.8324,0.6726,2.1598,12.7436,48.7829,26.6056,28.4056
2,13,2,-17.2222,21.5241,2.8872,0.6726,2.2145,12.4973,51.1806,26.7526,28.5526
2,13,3,-17.2222,21.5044,2.8854,0.6726,2.2127,12.4765,51.8546,26.9276,28.7276
2,13,4,-18.8889,21.4793,2.9454,0.6726,2.2728,12.2605,54.0612,27.0082,28.8082
2,13,5,-19.4444,21.4573,2.9541,0.6726,2.2815,12.1443,55.2765,27.173,28.973
2,13,6,-20,21.4442,2.9803,0.6726,2.3077,12.0906,56.6294,27.3488,29.1488
2,13,7,-20.5556,21.4308,2.9933,0.6726,2.3207,11.9961,57.6351,27.4526,29.2526
2,13,8,-20.5556,21.4716,2.9043,0.6726,2.2317,11.7383,53.3268,26.4644,28.2644
2,13,9,-20.5556,21.5074,2.8944,0.6726,2.2218,11.7325,51.1394,25.9026,27.7026
2,13,10,-20.5556,21.5904,2.7467,0.6726,2.074,11.2693,42.9141,23.7796,25.5796
2,13,11,-20,21.6664,2.7463,0.6726,2.0736,11.4613,40.1423,23.1731,24.9731
2,13,12,-19.4444,21.6903,2.7419,0.6726,2.0692,11.5992,38.5916,22.8821,24.6821
2,13,13,-18.8889,21.7042,2.757,0.6726,2.0844,11.8006,37.0846,22.5911,24.3911
2,13,14,-18.8889,21.6996,2.8216,0.6726,2.149,12.0239,36.2855,22.3482,24.1482
2,13,15,-18.8889,21.7029,2.8465,0.6726,2.1739,12.1112,34.4471,21.8295,23.6295
2,13,16,-19.4444,21.8481,2.8956,0.6726,2.223,12.2561,35.5003,22.1068,23.9068
2,13,17,-19.4444,21.8217,2.9107,0.6726,2.2381,12.2856,37.1119,22.5312,24.3312
2,13,18,-20,21.5833,2.9797,0.6726,2.307,12.1963,48.5158,25.2761,27.0761
2,13,19,-20.5556,21.5074,2.9901,0.6726,2.3175,12.0453,51.5057,25.8754,27.6754
2,13,20,-21.1111,21.4811,3.0031,0.6726,2.3305,11.9413,53.205,26.1607,27.9607
2,13,21,-20,21.4799,2.972,0.6726,2.2994,12.0921,52.9964,26.4115,28.2115
2,13,22,-19.4444,21.4879,2.955,0.6726,2.2824,12.1707,52.9633,26.5675,28.3675
2,13,23,-20.5556,21.4747,2.9801,0.6726,2.3074,11.9881,54.2578,26.6033,28.4033
2,13,24,-21.1111,21.4551,2.9964,0.6726,2.3238,11.8999,55.4384,26.7471,28.5471
2,14,1,-21.6667,21.4418,3.0077,0.6726,2.3351,11.8014,56.3765,26.8377,28.6377
2,14,2,-21.1111,21.4367,3.0069,0.6726,2.3343,11.9191,56.8047,27.0799,28.8799
2,14,3,-21.1111,21.4337,3.0125,0.6726,2.3399,11.9343,57.3177,27.2047,29.0047
2,14,4,-21.1111,21.4297,3.0111,0.6726,2.3385,11.9268,57.9117,27.3621,29.1621
2,14,5,-21.6667,21.4226,3.0219,0.6726,2.3493,11.8315,58.664,27.4063,29.2063
2,14,6,-21.6667,21.42,3.0113,0.6726,2.3386,11.7957,58.8575,27.475,29.275
2,14,7,-22.7778,21.4052,3.05,0.6726,2.3774,11.6614,60.2853,27.5096,29.3096
2,14,8,-22.7778,21.4741,2.8878,0.6726,2.2152,11.1668,52.6656,25.7643,27.5643
2,14,9,-20.5556,21.6014,2.7758,0.6726,2.1032,11.3859,43.0332,23.8044,25.6044
2,14,10,-18.8889,21.7023,2.7627,0.6726,2.09,11.8196,35.8992,22.2443,24.0443
2,14,11,-18.3333,21.7377,2.7631,0.6726,2.0905,11.9832,35.9305,22.4213,24.2213
2,14,12,-17.2222,21.7439,2.7514,0.6726,2.0788,12.2181,34.4524,22.2776,24.0776
2,14,13,-15.5556,21.7791,2.7396,0.6726,2.0669,12.6126,31.3545,21.8199,23.6199
2,14,14,-14.4444,21.8041,2.7324,0.6726,2.0598,12.8809,29.368,21.5357,23.3357
2,14,15,-13.3333,22.1388,2.7247,0.6726,2.052,13.3819,28.2077,21.7329,23.5329
2,14,16,-13.3333,22.5095,2.7186,0.6726,2.046,13.6414,28.5603,22.1233,23.9233
2,14,17,-13.3333,22.4877,2.7134,0.6726,2.0408,13.608,30.0049,22.535,24.335
2,14,18,-14.4444,22.0665,2.7258,0.6726,2.0532,13.0568,31.2053,22.2811,24.0811
2,14,19,-14.4444,21.6888,2.758,0.6726,2.0854,12.8766,41.1249,24.8834,26.6834
2,14,20,-17.2222,21.6226,2.8385,0.6726,2.1659,12.4177,45.584,25.3282,27.1282
2,14,21,-14.4444,21.6169,2.7738,0.6726,2.1012,12.8722,44.1935,25.7013,27.5013
2,14,22,-17.7778,21.5873,2.869,0.6726,2.1964,12.3584,47.9394,25.7888,27.5888
2,14,23,-15,21.5818,2.7999,0.6726,2.1272,12.7936,46.4205,26.14,27.94
2,14,24,-17.7778,21.5648,2.876,0.6726,2.2034,12.3636,49.1992,26.1137,27.9137
2,15,1,-17.7778,21.5321,2.8785,0.6726,2.2059,12.3464,50.4416,26.4308,28.2308
2,15,2,-18.3333,21.5167,2.9068,0.6726,2.2342,12.2954,51.8141,26.6197,28.4197
2,15,3,-17.7778,21.5117,2.8915,0.6726,2.2189,12.372,51.8707,26.7916,28.5916
2,15,4,-18.3333,21.5012,2.921,0.6726,2.2484,12.3283,53.0388,26.9215,28.7215
2,15,5,-18.8889,21.4779,2.9515,0.6726,2.2789,12.2786,54.4959,27.1151,28.9151
2,15,6,-19.4444,21.4582,2.983,0.6726,2.3104,12.2351,55.8515,27.2778,29.0778
2,15,7,-20,21.4382,3.0156,0.6726,2.343,12.1955,57.4128,27.4892,29.2892
2,15,8,-19.4444,21.4688,2.9263,0.6726,2.2537,12.0647,54.2369,26.9466,28.7466
2,15,9,-18.8889,21.4844,2.9389,0.6726,2.2662,12.244,53.9185,26.9847,28.7847
2,15,10,-17.2222,21.5002,2.8788,0.6726,2.2062,12.4528,52.2925,27.0578,28.8578
2,15,11,-16.1111,21.5404,2.8255,0.6726,2.1529,12.5773,49.7913,26.7522,28.5522
2,15,12,-14.4444,21.5769,2.7728,0.6726,2.1002,12.8389,47.1136,26.5189,28.3189
2,15,13,-14.4444,21.5772,2.8056,0.6726,2.133,12.9413,48.0977,26.7486,28.5486
2,15,14,-13.3333,21.5789,2.7785,0.6726,2.1059,13.1273,47.2318,26.8274,28.6274
2,15,15,-12.2222,21.5988,2.7582,0.6726,2.0855,13.3509,46.2249,26.8684,28.6684
2,15,16,-11.6667,21.6056,2.7581,0.6726,2.0855,13.4914,46.0684,26.9699,28.7699
2,15,17,-11.1111,21.604,2.7611,0.6726,2.0885,13.6343,46.2786,27.1664,28.9664
2,15,18,-11.1111,21.6026,2.7589,0.6726,2.0863,13.6269,46.4969,27.2333,29.0333
2,15,19,-10.5556,21.6097,2.7394,0.6726,2.0667,13.7118,45.8568,27.2307,29.0307
2,15,20,-10.5556,21.6118,2.747,0.6726,2.0743,13.7351,46.0856,27.285,29.085
2,15,21,-10.5556,21.6118,2.7366,0.6726,2.0639,13.7053,45.9183,27.2558,29.0558
2,15,22,-10.5556,21.6089,2.7484,0.6726,2.0757,13.7371,46.3244,27.3502,29.1502
2,15,23,-11.1111,21.5949,2.7706,0.6726,2.098,13.6548,47.3478,27.453,29.253
2,15,24,-12.2222,21.5771,2.7875,0.6726,2.1149,13.4212,48.4853,27.4539,29.2539
2,16,1,-12.2222,21.5606,2.8137,0.6726,2.141,13.4846,49.4669,27.6713,29.4713
